Response_ID,Q1_Age_Group,Q2_Gender,Q3_Nationality,Q4_Emirate,Q5_Employment,Q6_Income,Q7_Education,Q8_Household,Q9_Cafe_Frequency,Q10_Avg_Spending_Per_Visit_AED,Q11_Visit_Duration,Q12_Primary_Reason,Q13_Preferred_Time,Q14_Alone_Or_Company,Q15_Reading_Frequency,Q16_Books_Per_Year,Q17_Reading_Format,Q18_Favorite_Genres,Q19_Book_Acquisition,Q20_Book_Spending_Monthly_AED,Q21_Coffee_Preferences,Q22_Reading_Beverage,Q23_Ideal_Ambiance,Q24_Food_Preferences,Q25_Visited_Similar_Concept,Q26_What_Attracts,Q27_Book_Access_Model,Q28_Monthly_book_club_membership,Q28_Author_meet_&_greet_events,Q28_Writing_poetry_workshops,Q28_Children's_storytelling_sessions,Q28_Private_reading_pods_rooms,Q28_Co-working_space_with_books,Q28_Take-home_book_subscription,Q28_Coffee_+_book_pairing_recommendations,Q29_Willing_Pay_Coffee_AED,Q30_Total_Spending_Per_Visit_AED,Q31_Consider_Membership,Q32_Membership_Fee_AED,Q33_Premium_Exclusive,Q34_Quality_of_coffee,Q34_Book_collection_size_&_quality,Q34_Ambiance_&_comfort,Q34_Location_convenience,Q34_Price_value,Q35_Free_Time_Activities,Q36_Personality,Q37_Environmental_Consciousness,Q38_Technology_Adoption,Q39_Brand_Loyalty,Q40_Interest_Rating_1to10,Q41_Visit_Likelihood_TARGET,Q42_Expected_Visit_Frequency,Q43_Recommend_To_Others,Q44_Preferred_Location,Q45_Concerns,Q46_Additional_Services_Feedback,Q47_Other_Comments
534,25-34,Male,GCC National,Abu Dhabi,Full-time employed,"35,001 - 50,000",Master's Degree,"Married/Partner, with children (teenagers/adults)",2-3 times per month,33,2-3 hours,Work/study in a different environment,Lunch time (12-3 PM),Both equally,Regular reader (3-5 times per week),26,"E-books (Kindle, tablets)",Fiction - Contemporary/Romance|Non-Fiction - Business/Self-Help|Non-Fiction - Science/Technology|Poetry|Religious/Spiritual,"Borrow from friends/family|E-book subscriptions (Kindle Unlimited, etc.)|Free online resources",143,Cold Brew/Iced Coffee|Filter/Drip Coffee|Hot Chocolate,"Cold beverages (juice, smoothies)",Bookshelves surrounding|Fireplace or warm elements|Natural lighting,Salads|Vegan/Healthy options,"No, and not interested","Access to large book collection|Book clubs/reading groups|Book exchange program|Cozy, comfortable ambiance|Multilingual book collection",Free browsing/reading in-cafe only,3,3,3,4,5,5,3,4,31,57,Definitely not,0,21-35 AED,4,4,5,1,4,Shopping|Watching movies/series|Working on personal projects,Balanced (ambivert),Somewhat important,Fast follower (adopt after some research),Very loyal (stick to favorites),10,Might visit,Once every few months,Maybe,Tourist areas,Distance/location inconvenience|Prefer buying books separately,N/A,N/A
535,35-44,Female,South Asian,Abu Dhabi,Homemaker,"35,001 - 50,000",Other,"Married/Partner, with children (under 12)",2-3 times per week,34,30 minutes - 1 hour,"Relaxation and ""me-time""|Social meetings with friends/colleagues",Early morning (6-9 AM)|Mid-morning (9 AM-12 PM)|Night (9 PM onwards),Mostly with company,Occasional reader (1-2 times per week),16,"Audiobooks|E-books (Kindle, tablets)|Online articles/blogs",Fiction - Literary|Fiction - Mystery/Thriller|Non-Fiction - Business/Self-Help,"Borrow from friends/family|E-book subscriptions (Kindle Unlimited, etc.)",48,"Espresso-based (Cappuccino, Latte, Americano)|Fresh Juices/Smoothies|Non-caffeinated beverages only","Cold beverages (juice, smoothies)|Iced coffee",Bookshelves surrounding|Greenery/plants|Individual reading nooks/pods|Modern/contemporary decor|Natural lighting|Vintage/classic decor,International cuisine options|Salads|Traditional Arabic sweets,"No, but interested",Access to large book collection|Kids' reading corner,Free browsing/reading in-cafe only,3,3,4,3,1,3,4,3,31,69,"Yes, depending on price",323,36-50 AED,4,4,1,2,1,Dining out/cafe hopping|Socializing with friends/family|Traveling,Somewhat introverted,Not a priority,Late adopter (adopt when necessary),Neutral (try based on mood),6,Might visit,2-3 times per month,Probably yes,Street retail/standalone|Tourist areas,Coffee quality concerns|Price might be too high,N/A,N/A
536,45-54,Female,UAE National,Abu Dhabi,Homemaker,"5,000 - 10,000",Bachelor's Degree,Extended family household,4-6 times per week,25,1-2 hours,"Food quality|Relaxation and ""me-time""",Night (9 PM onwards),Both equally,Non-reader,0,I don't read books,None,I don't acquire books,0,"Non-caffeinated beverages only|Tea (Black, Green, Herbal)","Cold beverages (juice, smoothies)","Comfortable seating (sofas, armchairs)|Dim/cozy lighting|Greenery/plants|Individual reading nooks/pods|Vintage/classic decor","Desserts (cakes, brownies)|Light snacks (cookies, biscuits)","No, but interested",Work/study-friendly environment,Digital library access + physical cafe,1,1,1,1,2,1,1,2,25,46,Definitely not,0,0 (Not interested),1,5,1,1,2,Dining out/cafe hopping|Gaming|Social media browsing,Somewhat extroverted,Important (consider when possible),Technology resistant,Very loyal (stick to favorites),7,Probably will visit,2-3 times per month,Probably yes,Beach/waterfront locations|Residential communities,Already have similar options|Not enough time to utilize,N/A,N/A
537,25-34,Male,East Asian,Dubai,Self-employed/Business owner,"50,001 - 75,000",Master's Degree,"Single, living alone",2-3 times per month,44,More than 3 hours,Work/study in a different environment,Afternoon (3-6 PM)|Evening (6-9 PM),Both equally,Daily reader (read every day),31,Audiobooks|Newspapers,Children's/Young Adult|Fiction - Contemporary/Romance|Fiction - Mystery/Thriller|Other,"Online purchase (Amazon, Noon, etc.)",283,"Espresso-based (Cappuccino, Latte, Americano)|Flavored Coffee (Vanilla, Caramel, Hazelnut)","Cold beverages (juice, smoothies)|Hot chocolate",Greenery/plants|Minimalist decor|Outdoor seating option|Quiet/Silent zones|Vintage/classic decor,"Breakfast items|Desserts (cakes, brownies)|Salads|Vegan/Healthy options","No, and not interested","Community of like-minded people|Cozy, comfortable ambiance|Instagram-worthy aesthetics|Quality coffee and food|Quiet environment for reading",Combination of above options,4,5,3,2,4,4,4,3,42,99,Probably not,0,21-35 AED,2,3,2,2,4,Dining out/cafe hopping|Social media browsing|Traveling,Balanced (ambivert),Important (consider when possible),Fast follower (adopt after some research),Neutral (try based on mood),10,Definitely will visit,Multiple times per week,Definitely yes,Street retail/standalone,Price might be too high,N/A,N/A
538,35-44,Male,UAE National,Dubai,Homemaker,"10,001 - 20,000",Master's Degree,Extended family household,Once a month,35,1-2 hours,Ambiance and interior design,Afternoon (3-6 PM)|Early morning (6-9 AM)|Night (9 PM onwards),Mostly alone,Regular reader (3-5 times per week),22,Newspapers,Fiction - Literary|Fiction - Science Fiction/Fantasy|Non-Fiction - Science/Technology,Public libraries,55,"Espresso-based (Cappuccino, Latte, Americano)|Specialty Coffee (Flat White, Cortado, Macchiato)|Tea (Black, Green, Herbal)",Hot coffee|Iced coffee,"Bookshelves surrounding|Comfortable seating (sofas, armchairs)|Greenery/plants|Individual reading nooks/pods|Modern/contemporary decor|Quiet/Silent zones",International cuisine options|Salads,"No, but interested",Ability to borrow books|Access to large book collection|Book exchange program|Community of like-minded people|Kids' reading corner|Work/study-friendly environment,Combination of above options,4,4,4,4,3,3,3,4,34,70,Maybe,187,10-20 AED,1,2,2,5,5,Learning new skills/courses|Reading books|Socializing with friends/family,Balanced (ambivert),Very important (influences all decisions),Fast follower (adopt after some research),Opportunistic (based on deals/convenience),10,Definitely will visit,Once every few months,Maybe,Business districts|Mixed-use developments,Prefer buying books separately,N/A,N/A
539,35-44,Female,UAE National,Sharjah,Homemaker,"20,001 - 35,000",Other,"Married/Partner, with children (under 12)",Once a week,41,2-3 hours,Work/study in a different environment,Afternoon (3-6 PM)|Lunch time (12-3 PM),Both equally,Monthly reader (few times a month),10,"E-books (Kindle, tablets)|Magazines|Physical books (paperback/hardcover)",Fiction - Literary|Fiction - Mystery/Thriller|Non-Fiction - Business/Self-Help|Non-Fiction - History/Politics|Other,"E-book subscriptions (Kindle Unlimited, etc.)|Public libraries|Purchase from bookstores",48,"Arabic/Turkish Coffee|Cold Brew/Iced Coffee|Hot Chocolate|Specialty Coffee (Flat White, Cortado, Macchiato)",Hot coffee|Iced coffee,Minimalist decor|Natural lighting|Quiet/Silent zones,"Light snacks (cookies, biscuits)|No food, just beverages|Traditional Arabic sweets|Vegan/Healthy options","No, but interested","Ability to purchase books|Book clubs/reading groups|Cozy, comfortable ambiance|Work/study-friendly environment",Free browsing/reading in-cafe only,4,2,4,5,1,3,3,4,38,75,"Yes, depending on price",327,21-35 AED,2,3,4,1,1,Learning new skills/courses|Reading books|Shopping,Very introverted (prefer solitude),Somewhat important,Late adopter (adopt when necessary),Somewhat loyal (prefer familiar but open),6,Definitely will visit,Once a week,Definitely yes,Mixed-use developments,Distance/location inconvenience|May be too crowded/noisy,N/A,N/A
540,18-24,Male,Arab Expat,Abu Dhabi,Part-time employed,"35,001 - 50,000",Bachelor's Degree,"Single, living with roommates",Once a week,41,Less than 30 minutes (quick coffee),Social meetings with friends/colleagues,Weekends only,Always with company,Daily reader (read every day),44,Magazines,Children's/Young Adult|Non-Fiction - Science/Technology|Religious/Spiritual,Borrow from friends/family|Purchase from bookstores,262,"Arabic/Turkish Coffee|Cold Brew/Iced Coffee|Non-caffeinated beverages only|Specialty Coffee (Flat White, Cortado, Macchiato)",Tea,Fireplace or warm elements|Modern/contemporary decor|Soft background music,"Desserts (cakes, brownies)|No food, just beverages|Vegan/Healthy options","No, and not interested","Access to large book collection|Book clubs/reading groups|Book exchange program|Cozy, comfortable ambiance|Multilingual book collection|Quality coffee and food|Quiet environment for reading",Purchase books (bookstore + cafe),3,4,4,5,4,4,2,3,39,79,Probably not,0,21-35 AED,2,1,3,2,5,Gaming|Outdoor activities/sports|Working on personal projects,Balanced (ambivert),Important (consider when possible),Mainstream (adopt when widely accepted),Neutral (try based on mood),8,Definitely will visit,Multiple times per week,Probably yes,Near universities/schools,Price might be too high,N/A,N/A
541,45-54,Female,GCC National,Abu Dhabi,Homemaker,Prefer not to say,Bachelor's Degree,"Married/Partner, with children (under 12)",4-6 times per week,30,30 minutes - 1 hour,"Coffee/beverages quality|Relaxation and ""me-time""",Evening (6-9 PM)|Mid-morning (9 AM-12 PM),Mostly with company,Daily reader (read every day),25,Physical books (paperback/hardcover),Comics/Graphic Novels|Fiction - Contemporary/Romance|Other,Borrow from friends/family|Free online resources|Purchase from bookstores,168,"Espresso-based (Cappuccino, Latte, Americano)|Filter/Drip Coffee",Hot chocolate,Modern/contemporary decor|Natural lighting|Quiet/Silent zones|Vintage/classic decor,"Light snacks (cookies, biscuits)|Pastries (croissants, muffins)","No, but interested",Ability to purchase books|Access to large book collection|Book clubs/reading groups|Book exchange program|Community of like-minded people|Kids' reading corner|Quiet environment for reading,Combination of above options,4,3,2,5,5,3,3,3,29,57,"Yes, definitely",145,10-20 AED,4,4,2,5,5,Outdoor activities/sports|Reading books,Somewhat introverted,Somewhat important,Mainstream (adopt when widely accepted),Very loyal (stick to favorites),8,Probably will visit,Once a month,Probably not,Street retail/standalone|Tourist areas,Coffee quality concerns,N/A,N/A
542,55+,Male,South Asian,Dubai,Self-employed/Business owner,"20,001 - 35,000",Bachelor's Degree,Extended family household,2-3 times per week,33,Less than 30 minutes (quick coffee),Social meetings with friends/colleagues,Night (9 PM onwards),Always with company,Occasional reader (1-2 times per week),17,Audiobooks,Fiction - Mystery/Thriller|Other,"E-book subscriptions (Kindle Unlimited, etc.)",116,"Filter/Drip Coffee|Hot Chocolate|Specialty Coffee (Flat White, Cortado, Macchiato)|Tea (Black, Green, Herbal)",Water only,"Comfortable seating (sofas, armchairs)|Dim/cozy lighting|Individual reading nooks/pods","Desserts (cakes, brownies)|Light snacks (cookies, biscuits)|Traditional Arabic sweets|Vegan/Healthy options","No, but interested",Author events/book signings|Book exchange program|Multilingual book collection|Work/study-friendly environment,Membership for book borrowing (take home),2,1,2,3,3,2,2,2,31,64,"Yes, definitely",279,10-20 AED,3,2,3,1,4,Social media browsing|Traveling|Watching movies/series,Somewhat introverted,Important (consider when possible),Mainstream (adopt when widely accepted),Opportunistic (based on deals/convenience),10,Definitely will visit,2-3 times per month,Definitely yes,Near universities/schools|Shopping malls,No major concerns|Other,N/A,N/A
543,18-24,Male,South Asian,Dubai,Full-time employed,"35,001 - 50,000",High School or below,"Single, living alone",4-6 times per week,46,Less than 30 minutes (quick coffee),Social meetings with friends/colleagues,Lunch time (12-3 PM)|Mid-morning (9 AM-12 PM)|Weekends only,Mostly with company,Regular reader (3-5 times per week),15,Audiobooks|Physical books (paperback/hardcover),Non-Fiction - Biography/Memoir|Non-Fiction - Science/Technology,Purchase from bookstores,186,"Filter/Drip Coffee|Flavored Coffee (Vanilla, Caramel, Hazelnut)|Fresh Juices/Smoothies|Tea (Black, Green, Herbal)",Hot coffee,"Comfortable seating (sofas, armchairs)|Minimalist decor|Outdoor seating option","Light snacks (cookies, biscuits)|Salads|Sandwiches/Wraps","No, but interested","Book exchange program|Community of like-minded people|Cozy, comfortable ambiance|Instagram-worthy aesthetics|Multilingual book collection|Quiet environment for reading",Combination of above options,3,4,4,5,4,5,4,5,41,90,"Yes, depending on price",259,21-35 AED,1,1,5,2,4,Reading books|Socializing with friends/family|Watching movies/series,Somewhat extroverted,Very important (influences all decisions),Early adopter (love new tech),Very loyal (stick to favorites),10,Definitely will visit,Once a month,Probably yes,Residential communities|Shopping malls,Distance/location inconvenience|Limited book selection,N/A,N/A
544,18-24,Male,Western Expat,Dubai,Part-time employed,"20,001 - 35,000",High School or below,"Single, living with roommates",Daily,28,30 minutes - 1 hour,Ambiance and interior design,Weekends only,Mostly alone,Regular reader (3-5 times per week),29,"E-books (Kindle, tablets)|Online articles/blogs",Comics/Graphic Novels|Fiction - Contemporary/Romance|Non-Fiction - Biography/Memoir|Other|Poetry,"Borrow from friends/family|Online purchase (Amazon, Noon, etc.)|Public libraries",158,"Arabic/Turkish Coffee|Cold Brew/Iced Coffee|Flavored Coffee (Vanilla, Caramel, Hazelnut)",Hot coffee|Iced coffee,Dim/cozy lighting|Natural lighting|Vintage/classic decor,"International cuisine options|No food, just beverages|Traditional Arabic sweets","Yes, outside UAE","Ability to borrow books|Ability to purchase books|Cozy, comfortable ambiance|Work/study-friendly environment",Membership for book borrowing (take home),4,2,3,3,4,4,4,4,28,45,Maybe,160,21-35 AED,4,4,4,1,5,Learning new skills/courses|Reading books,Balanced (ambivert),Not a priority,Fast follower (adopt after some research),Variety seeker (always try new places),8,Definitely will visit,Multiple times per week,Definitely yes,Beach/waterfront locations|Tourist areas,Price might be too high,N/A,N/A
545,25-34,Male,East Asian,Dubai,Full-time employed,"Less than 5,000",High School or below,"Married/Partner, with children (teenagers/adults)",Rarely/Never,25,2-3 hours,"Relaxation and ""me-time""",Mid-morning (9 AM-12 PM)|Night (9 PM onwards),Both equally,Regular reader (3-5 times per week),19,"Audiobooks|E-books (Kindle, tablets)",Children's/Young Adult|Fiction - Literary|Non-Fiction - Business/Self-Help|Non-Fiction - History/Politics|Poetry,Free online resources|Public libraries,65,"Arabic/Turkish Coffee|Flavored Coffee (Vanilla, Caramel, Hazelnut)|Non-caffeinated beverages only",Iced coffee,Dim/cozy lighting|Fireplace or warm elements|Individual reading nooks/pods|Modern/contemporary decor,"Desserts (cakes, brownies)|Salads|Sandwiches/Wraps|Vegan/Healthy options","No, but interested",Book clubs/reading groups|Book exchange program|Quality coffee and food|Quiet environment for reading|Work/study-friendly environment,Purchase books (bookstore + cafe),2,4,4,2,3,1,2,4,24,38,Definitely not,0,10-20 AED,5,1,2,1,2,Dining out/cafe hopping|Reading books,Balanced (ambivert),Somewhat important,Mainstream (adopt when widely accepted),Very loyal (stick to favorites),4,Might visit,2-3 times per month,Definitely not,Shopping malls,May be too crowded/noisy|Price might be too high,N/A,N/A
546,35-44,Female,East Asian,Fujairah,Full-time employed,"10,001 - 20,000",Bachelor's Degree,"Married/Partner, with children (under 12)",Once a month,30,More than 3 hours,Social meetings with friends/colleagues|Work/study in a different environment,Afternoon (3-6 PM)|Mid-morning (9 AM-12 PM)|Weekends only,Both equally,Occasional reader (1-2 times per week),19,Magazines|Online articles/blogs,Fiction - Contemporary/Romance|Non-Fiction - Business/Self-Help,Public libraries,108,"Espresso-based (Cappuccino, Latte, Americano)|Specialty Coffee (Flat White, Cortado, Macchiato)|Tea (Black, Green, Herbal)",Hot coffee|Iced coffee,Dim/cozy lighting|Individual reading nooks/pods|Natural lighting|Quiet/Silent zones,"International cuisine options|No food, just beverages|Salads","No, but interested",Instagram-worthy aesthetics|Quality coffee and food,Purchase books (bookstore + cafe),1,2,1,4,3,2,2,4,29,45,Definitely not,0,21-35 AED,2,4,1,3,2,Outdoor activities/sports|Shopping|Watching movies/series,Balanced (ambivert),Important (consider when possible),Mainstream (adopt when widely accepted),Neutral (try based on mood),7,Might visit,Once a month,Probably not,Residential communities|Tourist areas,Distance/location inconvenience|Not enough time to utilize,N/A,N/A
